1610,1414,1500
1607,1418,1500
1604,1423,1500
1601,1427,1500
1598,1431,1500
1594,1435,1500
1591,1440,1500
1588,1444,1500
1585,1448,1500
1582,1452,1500
1579,1457,1500
1576,1461,1500
1573,1465,1500
1569,1469,1500
1566,1474,1500
1563,1478,1500
1560,1482,1500
1557,1486,1500
1554,1491,1500
1551,1495,1500
1548,1499,1500
1545,1503,1500
1542,1508,1500
1540,1512,1500
1537,1516,1500
1534,1520,1500
1531,1525,1500
1528,1529,1500
1526,1533,1500
1523,1537,1500
1520,1542,1500
1518,1546,1500
1515,1550,1500
1513,1554,1500
1510,1558,1500
1508,1563,1500
1506,1567,1500
1504,1571,1500
1501,1575,1500
1499,1580,1500
1497,1584,1500
1495,1588,1500
1493,1592,1500
1492,1596,1500
1490,1600,1500
1488,1605,1500
1487,1609,1500
1486,1613,1500
1484,1617,1500
1483,1621,1500
1482,1625,1500
1481,1629,1500
1480,1633,1500
1480,1637,1500
1479,1641,1500
