1300,1500,1500
1304,1503,1500
1308,1506,1500
1312,1509,1500
1316,1512,1500
1320,1515,1500
1324,1518,1500
1328,1521,1500
1332,1524,1500
1336,1527,1500
1340,1530,1500
1344,1533,1500
1348,1536,1500
1352,1539,1500
1356,1542,1500
1360,1545,1500
1364,1548,1500
1368,1551,1500
1372,1554,1500
1376,1557,1500
1380,1560,1500
1384,1563,1500
1388,1566,1500
1392,1569,1500
1396,1572,1500
1400,1575,1500
1404,1578,1500
1408,1581,1500
1412,1584,1500
1416,1587,1500
1420,1590,1500
1424,1593,1500
1428,1596,1500
1432,1599,1500
1436,1602,1500
1440,1605,1500
1444,1608,1500
1448,1611,1500
1452,1614,1500
1456,1617,1500
1460,1620,1500
1464,1623,1500
1468,1626,1500
1472,1629,1500
1476,1632,1500
1480,1635,1500
1484,1638,1500
1488,1641,1500
1492,1644,1500
1496,1647,1500
1500,1650,1500
1504,1653,1500
1508,1656,1500
1512,1659,1500
1516,1662,1500
1520,1665,1500
1524,1668,1500
1528,1671,1500
1532,1674,1500
1536,1677,1500
1540,1680,1500
1544,1683,1500
1548,1686,1500
1552,1689,1500
1556,1692,1500
1560,1695,1500
1564,1698,1500
1568,1701,1500
1572,1704,1500
1576,1707,1500
1580,1710,1500
1584,1713,1500
1588,1716,1500
1592,1719,1500
1596,1722,1500
1600,1725,1500
1604,1728,1500
1608,1731,1500
1612,1734,1500
1616,1737,1500
1620,1740,1500
1624,1743,1500
1628,1746,1500
1632,1749,1500
1636,1752,1500
1640,1755,1500
1644,1758,1500
1648,1761,1500
1652,1764,1500
1656,1767,1500
1660,1770,1500
1664,1773,1500
1668,1776,1500
1672,1779,1500
1676,1782,1500
1680,1785,1500
1684,1788,1500
1688,1791,1500
1692,1794,1500
1696,1797,1500
